id,cnpj,razaoSocial,nomeFantasia,endereco,cidade,estado,cep,telefone,email,logoUrl,site,grupoEmpresarial,isActive,createdAt,updatedAt,prefixoCodigo,nextCodigoInterno,numerosProibidos,deletedAt,deletedBy,deletedByUserId,inscricaoEstadual,inscricaoMunicipal,compartilha_recursos
1170001,99.789.895/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-02 17:48:19,2026-03-02 17:48:24,EMP,3,"13,17,22,24,69,171,666",2026-03-02 17:48:24,,,,,0
1170002,99.822.541/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-02 18:01:06,2026-03-02 18:01:13,EMP,3,"13,17,22,24,69,171,666",2026-03-02 18:01:13,,,,,0
1200001,99.590.837/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 06:03:19,2026-03-03 06:03:20,EMP,3,"13,17,22,24,69,171,666",2026-03-03 06:03:20,,,,,0
1200002,99.127.268/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 06:03:43,2026-03-03 06:03:44,EMP,3,"13,17,22,24,69,171,666",2026-03-03 06:03:44,,,,,0
1230001,99.709.053/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 09:37:55,2026-03-03 09:37:56,EMP,3,"13,17,22,24,69,171,666",2026-03-03 09:37:56,,,,,0
1230002,99.166.385/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 09:38:55,2026-03-03 09:38:56,EMP,3,"13,17,22,24,69,171,666",2026-03-03 09:38:56,,,,,0
1230003,99.605.859/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 10:04:45,2026-03-03 10:04:46,EMP,3,"13,17,22,24,69,171,666",2026-03-03 10:04:46,,,,,0
1230004,99.054.302/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 10:40:16,2026-03-03 10:40:18,EMP,3,"13,17,22,24,69,171,666",2026-03-03 10:40:18,,,,,0
1230005,99.543.174/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 10:41:10,2026-03-03 10:41:11,EMP,3,"13,17,22,24,69,171,666",2026-03-03 10:41:11,,,,,0
1230006,99.481.664/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 10:41:54,2026-03-03 10:41:55,EMP,3,"13,17,22,24,69,171,666",2026-03-03 10:41:55,,,,,0
1230007,99.603.371/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-03 11:48:35,2026-03-03 11:48:44,EMP,3,"13,17,22,24,69,171,666",2026-03-03 11:48:44,,,,,0
1260001,99.060.675/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-04 19:40:30,2026-03-04 19:40:31,EMP,3,"13,17,22,24,69,171,666",2026-03-04 19:40:31,,,,,0
1260002,99.271.226/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-04 19:40:48,2026-03-04 19:40:49,EMP,3,"13,17,22,24,69,171,666",2026-03-04 19:40:49,,,,,0
1260003,99.514.151/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:20:17,2026-03-05 00:20:18,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:20:18,,,,,0
1260004,99.808.544/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:20:40,2026-03-05 00:20:41,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:20:41,,,,,0
1260005,99.181.099/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:21:11,2026-03-05 00:21:12,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:21:12,,,,,0
1260006,99.720.454/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:31:45,2026-03-05 00:31:46,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:31:46,,,,,0
1260007,99.647.175/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:32:06,2026-03-05 00:32:07,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:32:07,,,,,0
1260008,99.033.725/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:56:15,2026-03-05 00:56:15,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:56:15,,,,,0
1260009,99.926.142/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 00:56:34,2026-03-05 00:56:34,EMP,3,"13,17,22,24,69,171,666",2026-03-05 00:56:34,,,,,0
1260010,99.509.163/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 01:38:21,2026-03-05 01:38:22,EMP,3,"13,17,22,24,69,171,666",2026-03-05 01:38:22,,,,,0
1260011,99.688.260/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 01:38:45,2026-03-05 01:38:46,EMP,3,"13,17,22,24,69,171,666",2026-03-05 01:38:46,,,,,0
1260012,99.547.876/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 01:40:33,2026-03-05 01:40:34,EMP,3,"13,17,22,24,69,171,666",2026-03-05 01:40:34,,,,,0
1260013,99.951.106/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 01:48:42,2026-03-05 01:48:42,EMP,3,"13,17,22,24,69,171,666",2026-03-05 01:48:42,,,,,0
1260014,99.583.722/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 01:56:35,2026-03-05 01:56:36,EMP,3,"13,17,22,24,69,171,666",2026-03-05 01:56:36,,,,,0
1260015,99.152.617/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 02:10:03,2026-03-05 02:10:04,EMP,3,"13,17,22,24,69,171,666",2026-03-05 02:10:04,,,,,0
1260016,99.535.637/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 02:45:28,2026-03-05 02:45:29,EMP,3,"13,17,22,24,69,171,666",2026-03-05 02:45:29,,,,,0
1260017,99.736.424/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 02:57:31,2026-03-05 02:57:32,EMP,3,"13,17,22,24,69,171,666",2026-03-05 02:57:32,,,,,0
1260018,99.255.163/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 03:02:59,2026-03-05 03:03:00,EMP,3,"13,17,22,24,69,171,666",2026-03-05 03:03:00,,,,,0
1260019,99.721.405/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 03:05:07,2026-03-05 03:05:08,EMP,3,"13,17,22,24,69,171,666",2026-03-05 03:05:08,,,,,0
1290001,99.982.146/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 08:00:15,2026-03-05 08:00:18,EMP,3,"13,17,22,24,69,171,666",2026-03-05 08:00:18,,,,,0
1290002,99.172.320/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 08:00:49,2026-03-05 08:00:50,EMP,3,"13,17,22,24,69,171,666",2026-03-05 08:00:50,,,,,0
1290003,99.794.578/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 11:35:34,2026-03-05 11:35:35,EMP,3,"13,17,22,24,69,171,666",2026-03-05 11:35:35,,,,,0
1290004,99.071.983/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 13:00:39,2026-03-05 13:00:40,EMP,3,"13,17,22,24,69,171,666",2026-03-05 13:00:40,,,,,0
1290005,99.410.293/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 13:14:23,2026-03-05 13:14:24,EMP,3,"13,17,22,24,69,171,666",2026-03-05 13:14:24,,,,,0
1290006,99.254.780/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-05 13:31:16,2026-03-05 13:31:17,EMP,3,"13,17,22,24,69,171,666",2026-03-05 13:31:17,,,,,0
1320001,99.776.856/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 17:06:42,2026-03-09 17:06:44,EMP,3,"13,17,22,24,69,171,666",2026-03-09 17:06:44,,,,,0
1320002,99.179.540/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 17:07:14,2026-03-09 17:07:15,EMP,3,"13,17,22,24,69,171,666",2026-03-09 17:07:15,,,,,0
1320003,99.743.151/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 17:07:39,2026-03-09 17:07:40,EMP,3,"13,17,22,24,69,171,666",2026-03-09 17:07:40,,,,,0
1320004,99.910.199/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 17:08:16,2026-03-09 17:08:17,EMP,3,"13,17,22,24,69,171,666",2026-03-09 17:08:17,,,,,0
1320005,99.544.303/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 17:08:58,2026-03-09 17:08:59,EMP,3,"13,17,22,24,69,171,666",2026-03-09 17:08:59,,,,,0
1320006,99.957.377/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 20:24:40,2026-03-09 20:24:41,EMP,3,"13,17,22,24,69,171,666",2026-03-09 20:24:41,,,,,0
1320007,99.381.296/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 20:26:00,2026-03-09 20:26:01,EMP,3,"13,17,22,24,69,171,666",2026-03-09 20:26:01,,,,,0
1320008,99.257.707/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 20:35:58,2026-03-09 20:35:59,EMP,3,"13,17,22,24,69,171,666",2026-03-09 20:35:59,,,,,0
1320009,99.658.303/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 20:59:07,2026-03-09 20:59:08,EMP,3,"13,17,22,24,69,171,666",2026-03-09 20:59:08,,,,,0
1320010,99.291.589/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-09 23:55:50,2026-03-09 23:55:51,EMP,3,"13,17,22,24,69,171,666",2026-03-09 23:55:51,,,,,0
1320011,99.675.626/0001-99,Empresa Teste CRUD,Teste CRUD Atualizado,"Rua Teste, 123",São Paulo,SP,01234-567,(11) 3456-7890,teste@crud.com,,,,1,2026-03-10 00:03:31,2026-03-10 00:03:32,EMP,3,"13,17,22,24,69,171,666",2026-03-10 00:03:32,,,,,0
